Professor,Artigo
ALISSON VASCONCELOS DE BRITO,Verification of embedded system designs through hardware-software co-simulation
ALISSON VASCONCELOS DE BRITO,Motor Speed Estimation and Failure Detection of Small UAV using Density of Maxima
ALISSON VASCONCELOS DE BRITO,"A solution for vegetation analysis, separation and geolocation of management zones using aerial images by UAVs"
ALISSON VASCONCELOS DE BRITO,A project of an embedded control system for autonomous quadrotor UAVs
ALISSON VASCONCELOS DE BRITO,Mapeamento Sistemático da Literatura acadêmico-científica sobre Análise de Redes Sociais aplicada em E-Learning
ALISSON VASCONCELOS DE BRITO,A Simulation Tool Chain for Investigating Future V2X-based Automotive E/E Architectures
ALISSON VASCONCELOS DE BRITO,Uma avaliação do emprego do jogo Modelando como apoio ao ensino de Engenharia de Requisitos
ALISSON VASCONCELOS DE BRITO,A Methodology for Modelling and Simulation of Dynamic and Partially Reconfigurable Systems
ALISSON VASCONCELOS DE BRITO,Misfire detection in automotive engines using a smartphone through wavelet and chaos analysis
ALISSON VASCONCELOS DE BRITO,Open systemc simulator with support for power gating design
ALISSON VASCONCELOS DE BRITO,A general purpose partially reconfigurable processor simulator (PReProS)
ALISSON VASCONCELOS DE BRITO,Testing real-time embedded systems with hardware-in-the-loop simulation using high level architecture
ALISSON VASCONCELOS DE BRITO,Estudo da viabilidade do uso do Facebook para educação
ALISSON VASCONCELOS DE BRITO,Analysis of design strategies for unmanned aerial vehicles using co-simulation
ALISSON VASCONCELOS DE BRITO,Monitoramento das Interações dos Aprendizes na Rede Social Twitter como Apoio ao Processo de Mediação Docente
ALISSON VASCONCELOS DE BRITO,Estudo da Utilização de Redes Sociais como Ferramenta de Avaliação de Participação
ALISSON VASCONCELOS DE BRITO,An independent control system for testing and analysis of uavs in indoor environments
ALISSON VASCONCELOS DE BRITO,Simulação Baseada em Atores para no Ensino de Arquitetura de Computadores
ALISSON VASCONCELOS DE BRITO,Sensorless Speed Estimation of Induction Motors through Signal Analysis Based on Chaos Using Density of Maxima
ALISSON VASCONCELOS DE BRITO,Vibration-based diagnosis of adulterated ethanol in internal combustion engines
ALISSON VASCONCELOS DE BRITO,A framework for design and validation of face detection systems
ALISSON VASCONCELOS DE BRITO,A system embedded in small unmanned aerial vehicle for vigor analysis of vegetation.
ALISSON VASCONCELOS DE BRITO,An Approach for Power Estimation at Electronic System Level using Distributed Simulation
ALISSON VASCONCELOS DE BRITO,Analysis of prediction models for multi-robot system nmpfc
ALISSON VASCONCELOS DE BRITO,Modeling and implementation of a power estimation methodology for systemc
ALISSON VASCONCELOS DE BRITO,An approach for power and performance evaluation of reconfigurable SoC at mixed abstraction levels
ALISSON VASCONCELOS DE BRITO,A novel approach to reduce interconnect complexity in ANN hardware implementation
ALISSON VASCONCELOS DE BRITO,A distributed functional verification environment for the design of system-on-chip in heterogeneous architectures
ALISSON VASCONCELOS DE BRITO,Energy consumption measurement of a fpga full-hd video processing platform
ALISSON VASCONCELOS DE BRITO,A distributed platform for integration of fpga-based embedded systems
ALISSON VASCONCELOS DE BRITO,Simulation and test of communication in multi-robot systems using co-simulation
ALISSON VASCONCELOS DE BRITO,An adaptive approach for real-time communication of multi-robots based on hla
ALISSON VASCONCELOS DE BRITO,WebMedia XX: Who We Are And What We Have Done In The Last Two Decades
ALISSON VASCONCELOS DE BRITO,Levantamento bibliográfico das publicações acadêmico-científicas sobre Análise de Redes Sociais aplicadas em E-Learning
ALISSON VASCONCELOS DE BRITO,Análise das interações online assíncronas dos aprendizes de um curso de Computação à distância
ALISSON VASCONCELOS DE BRITO,PLANE: A Platform for Negotiation of Multiattribute Multimedia Objects.
ALISSON VASCONCELOS DE BRITO,Análise da Aplicação de Simulação Distribuída no Projeto de Sistemas Embarcados
ALISSON VASCONCELOS DE BRITO,Ferramenta de auxílio no ensino de Organização e Arquitetura de Computadores: extensão Ptolemy para fins educacionais
ALISSON VASCONCELOS DE BRITO,Tutor hipermídia baseado no modelo de autoria NCM para o Interpretador Gráfico de Estrutura de Dados
ALISSON VASCONCELOS DE BRITO,Uma análise da implementação ZigBee pela tecnologia Sun SPOT
ALISSON VASCONCELOS DE BRITO,Integration of Bayesian optimization into hyperparameter tuning of the particle swarm optimization algorithm to enhance neural networks in bearing failure classification
ALISSON VASCONCELOS DE BRITO,Case Study for Predicting Failures in Water Supply Networks Using Neural Networks
ALISSON VASCONCELOS DE BRITO,An image generator based on neural networks in GPU
ALISSON VASCONCELOS DE BRITO,Failure detection and diagnosis of a small unmanned aerial vehicle using amplitude of peaks
ALISSON VASCONCELOS DE BRITO,A Multi-UAV Co-Simulation Environment for Safety and Performance Analysis
ALISSON VASCONCELOS DE BRITO,Minimizando os custos energéticos de alocaç ao de aulas a salas: o caso de uma instituição federal de ensino
ALISSON VASCONCELOS DE BRITO,Aplicação de métricas da Análise de Redes Sociais como apoio a avaliação das interações discentes em fóruns de discussão online de um Ambiente Virtual de Aprendizagem
ALISSON VASCONCELOS DE BRITO,Análise da mobilidade urbana através de dados da rede de telefonia móvel celular
ALISSON VASCONCELOS DE BRITO,Análise das interaçõesdos alunos com Conteúdos e Atividades em Ambientes Colaborativos Virtuais de Aprendizagem
ALISSON VASCONCELOS DE BRITO,Allowing Large-Scale Systems Evaluation with Ptolemy through Distributed Simulation
ALISSON VASCONCELOS DE BRITO,Estudo do uso do Twitter como Ferramenta de Análise de Opinião durante as Eleições Municipais de João Pessoa
ALISSON VASCONCELOS DE BRITO,A Semi-automatic Negotiation Strategy for Multi-attribute and Multiple Participants
ALISSON VASCONCELOS DE BRITO,Estratégia para Avaliação do Grau de Participação e Afinidade de Alunos Através de Microblogging
ALISSON VASCONCELOS DE BRITO,Imbalance fault detection in BLDC motors through audio signals using the density of maxima and CNN
ALISSON VASCONCELOS DE BRITO,Minimizing energy consumption in a real-life classroom assignment problem
ALISSON VASCONCELOS DE BRITO,Image normalization in embedded systems
ALISSON VASCONCELOS DE BRITO,An Environment for Indoor Testing and Diagnosis of Drones using Co-simulation
ALISSON VASCONCELOS DE BRITO,Acceleration of Cellular Automata through Parallel Computing with OpenCL
ALISSON VASCONCELOS DE BRITO,Integration of robot operating system and ptolemy for design of real-time multi-robots environments
ALISSON VASCONCELOS DE BRITO,The Integration of GPU-based and Heterogeneous Devices using HLA
ALISSON VASCONCELOS DE BRITO,Preface: Critical and real-time cyber-physical systems
ALISSON VASCONCELOS DE BRITO,Power-aware design of electronic system level using interoperation of hybrid and distributed simulations
ALISSON VASCONCELOS DE BRITO,Um Avaliador Automático de Eﬁciência de Algoritmos para Ambientes Educacionais de Ensino de Programação
ALISSON VASCONCELOS DE BRITO,Uma Ferramenta para Ensino de Arquitetura de Computadores Baseada em Atores Utilizando o Framework Ptolemy
ALISSON VASCONCELOS DE BRITO,Desenvolvimento de um Interpretador de Comandos e Avaliador Gráfico para o Ensino de Estrutura de Dados (IGED)
ALISSON VASCONCELOS DE BRITO,Um jogo educativo voltado ao ensino de Modelagem de Dados
ALISSON VASCONCELOS DE BRITO,Adaptação do Ptolemy para o ensino de Organização e Arquitetura de Computadores
ALISSON VASCONCELOS DE BRITO,ANalysis of Students Interaction Profile in Online Social Networks
ALISSON VASCONCELOS DE BRITO,Extensão do Ptolemy para o ensino de Organização e Arquitetura de Computadores
ALISSON VASCONCELOS DE BRITO,Modelagem e simulação de sistemas dinamicamente reconfiguráveis em granularidades diversas.
ALISSON VASCONCELOS DE BRITO,Fault diagnosis in split-system air conditioner by analyzing the chaos in the electrical current signal
ALISSON VASCONCELOS DE BRITO,Development and evaluation of an ensemble neural network based methodology for rapid diagnosis and fault classification in unmanned aerial vehicles
ALISSON VASCONCELOS DE BRITO,Towards an Embedded System for Failure Diagnosis in Drones Using AI and SAC-DM on FPGA
ALISSON VASCONCELOS DE BRITO,Case Study for Predicting Failures in Water Supply Networks Using Neural Networks
ALISSON VASCONCELOS DE BRITO,Abordagem em Borda de Rede para Coleta e Processamento Contínuo de Telemetria em Larga Escala na Indústria 4.0
ALISSON VASCONCELOS DE BRITO,Acknowledgment to Reviewers of Drones in 2021
ALISSON VASCONCELOS DE BRITO,基于最大密度的小型无人机电机速度估计与故障检测
ALISSON VASCONCELOS DE BRITO,Introduction to the Robotica 2018 Special Issue
ALISSON VASCONCELOS DE BRITO,Dynamic Leader Allocation in Multi-Robot Systems Based on Nonlinear Model Predictive Control
ALISSON VASCONCELOS DE BRITO,An Analysis of the Numeric Solver Choice for an NMPC Controlled Non-holonomic Robot Formation
ALISSON VASCONCELOS DE BRITO,Roboto Pi: uma Plataforma Robótica para o Ensino de Introdução à Programação com Python
ALISSON VASCONCELOS DE BRITO,An Environment for Distributed Functional Verification of Embedded Systems Designs
ALISSON VASCONCELOS DE BRITO,Special issue with selected papers from 2016 Brazilian Symposium on Computer Engineering (SBESC 2016)
ALISSON VASCONCELOS DE BRITO,Non-linear model predictive formation control applied to non-holonomic autonomous mobile robots
ALISSON VASCONCELOS DE BRITO,6th Brazilian Symposium on Computing System Engineering
ALISSON VASCONCELOS DE BRITO,Um Ambiente de Teste de Drones
ALISSON VASCONCELOS DE BRITO,Um Ambiente Baseado em Blocos para Ensino de Programaçao Paralela com OpenCL
ALISSON VASCONCELOS DE BRITO,An Embedded Nonlinear Model Predictive Formation Controller for Low-Cost Architectures
ALISSON VASCONCELOS DE BRITO,Análise de Relevância de Publicações em Sistemas Embarcados através de Análise da Rede de Termos e Citações
ALISSON VASCONCELOS DE BRITO,Verification of Devices for Ambient Assisted Living through Hardware-Software Co-simulation
ALISSON VASCONCELOS DE BRITO,Uma Ferramenta para Extração Semiautomática e Análise de Relevância de Artigos Científicos
ALISSON VASCONCELOS DE BRITO,Análise de redes de palavras baseada em títulos extraídos de um sistema de atendimento
ALISSON VASCONCELOS DE BRITO,Desenvolvimento e Avaliação de Simulação Distribuída para Projeto de Sistemas Embarcados com Ptolemy
ALISSON VASCONCELOS DE BRITO,INFOGRAPHY USAGE IN A SYSTEMATIC MAPPING ABOUT ONLINE SOCIAL NETWORKS ANALYSIS
ALISSON VASCONCELOS DE BRITO,Um estudo de caso sobre a avaliação energética de software como uma contribuição à Computação Verde
ALISSON VASCONCELOS DE BRITO,Selected papers from the symposium on integrated circuits and systems design (SBCCI 2011).
ALISSON VASCONCELOS DE BRITO,1-942021:2
ALISSON VASCONCELOS DE BRITO,CloudLab: Um Laboratório Virtual para Ensino de Projetos de Circuitos Integrados
ALISSON VASCONCELOS DE BRITO,Simulação baseada em atores como ferramenta de ensino de organização e arquitetura de computadores
ALISSON VASCONCELOS DE BRITO,Letramento Digital para Profissionais do Ensino Fundamental: Perfil dos Profissionais da Rede no Município de João Pessoa
ALISSON VASCONCELOS DE BRITO,For-All-Uma Plataforma para Sistemas Pervasivos Orientados a Serviço
ALISSON VASCONCELOS DE BRITO,Sistema de transmissão de vídeo para vigilância utilizando bluetooth.
ALISSON VASCONCELOS DE BRITO,PSYCHOASSESSMENT: UM SISTEMA PARA CRIAR E DISPONIBILIZAR TESTES PSICOLÓGICOS ON-LINE
ALISSON VASCONCELOS DE BRITO,A Review on Vision-Based Control for Multi-Rotor Aerial Vehicles
ALISSON VASCONCELOS DE BRITO,Simulation and Test of Communication in Multi-Robot Systems using Co-Simulation
ALISSON VASCONCELOS DE BRITO,SBESC 2020 Program Committee
ALISSON VASCONCELOS DE BRITO,Program Committee Achim Rettberg (Uni. of Applied Science Hamm/Lippstadt & Uni. Oldenburg) Alex Borges (Universidade Federal de Juiz de Fora) Alexandre Amory (PUCRS University)
ALISSON VASCONCELOS DE BRITO,"José de Sousa Barros, Thyago Oliveira"
ALISSON VASCONCELOS DE BRITO,SBESC 2018
ALISSON VASCONCELOS DE BRITO,Práticas em Informática na Educação: Minicursos do Congresso Brasileiro de Informática na Educação
ALISSON VASCONCELOS DE BRITO,Planejamento de Trajetória no Setor Agrícola Utilizando um Quadricóptero na Melhor Rota com Alturas Mistas
ALISSON VASCONCELOS DE BRITO,Identificação de má formação em plantios através do processamento de imagens aéreas obtidas por VANT Identification of malformation in plantations through aerial images …
ALISSON VASCONCELOS DE BRITO,Estudo e Avaliação do Problema de Otimização da Multiplicação de Cadeias de Matrizes
ALISSON VASCONCELOS DE BRITO,WebMedia XX: Quem Somos e o Que Temos Feito nas Últimas Duas Décadas
ALISSON VASCONCELOS DE BRITO,SBESC 2016
ALISSON VASCONCELOS DE BRITO,SBESC 2016
ALISSON VASCONCELOS DE BRITO,SBESC 2016
ALISSON VASCONCELOS DE BRITO,SBESC 2016
ALISSON VASCONCELOS DE BRITO,Uma Ferramenta Baseada no Modelo de Atores para Ensino de Arquitetura de Computadores com Suporte à Simulação e Geração de Código VHDL
ALISSON VASCONCELOS DE BRITO,Um Ambiente para Ensino de Programação com Avaliação Automática de Corretude e Eficiência
ALISSON VASCONCELOS DE BRITO,Aplicação da Tecnologia Sun SPOT para Realidade Virtual
ALISSON VASCONCELOS DE BRITO,Estudo de Execução Paralela com Threads Visando o Desenvolvimento de um Serviço de Processamento Paralelo para Dispositivos Móveis
ALISSON VASCONCELOS DE BRITO,Proposta de Desenvolvimento de um Laboratório Virtual para ensino de Projetos de Circuitos Integrados
ALISSON VASCONCELOS DE BRITO,Uma Introdução aos Sistemas Dinamicamente reconfiguráveis
ALISSON VASCONCELOS DE BRITO,Desenvolvendo o ORKUT em C–uma nova abordagem para ensino de linguagem de programação estruturada
ALVARO FRANCISCO DE CASTRO MEDEIROS,Nenhuma publicação encontrada
ANA PAULA PINTADO WYSE,Nenhuma publicação encontrada
ANAND SUBRAMANIAN,New benchmark instances for the capacitated vehicle routing problem
ANAND SUBRAMANIAN,A parallel heuristic for the vehicle routing problem with simultaneous pickup and delivery
ANAND SUBRAMANIAN,An iterated local search heuristic for the heterogeneous fleet vehicle routing problem
ANAND SUBRAMANIAN,A hybrid algorithm for a class of vehicle routing problems
ANAND SUBRAMANIAN,A hybrid algorithm for the heterogeneous fleet vehicle routing problem
ANAND SUBRAMANIAN,A matheuristic approach for the pollution-routing problem
ANAND SUBRAMANIAN,An iterated local search heuristic for the split delivery vehicle routing problem
ANAND SUBRAMANIAN,A simple and effective metaheuristic for the minimum latency problem
ANAND SUBRAMANIAN,A heuristic algorithm for a single vehicle static bike sharing rebalancing problem
ANAND SUBRAMANIAN,The bike sharing rebalancing problem with stochastic demands
ANAND SUBRAMANIAN,The static bike relocation problem with multiple vehicles and visits
ANAND SUBRAMANIAN,Hybrid metaheuristics for the clustered vehicle routing problem
ANAND SUBRAMANIAN,Branch-and-cut with lazy separation for the vehicle routing problem with simultaneous pickup and delivery
ANAND SUBRAMANIAN,A speed and departure time optimization algorithm for the pollution-routing problem
ANAND SUBRAMANIAN,An iterated local search heuristic for the single machine total weighted tardiness scheduling problem with sequence-dependent setup times
ANAND SUBRAMANIAN,A hybrid heuristic for a broad class of vehicle routing problems with heterogeneous fleet
ANAND SUBRAMANIAN,"Heuristic, exact and hybrid approaches for vehicle routing problems"
ANAND SUBRAMANIAN,Branch-cut-and-price for the vehicle routing problem with simultaneous pickup and delivery
ANAND SUBRAMANIAN,A branch-and-bound algorithm for the close-enough traveling salesman problem
ANAND SUBRAMANIAN,An iterated local search heuristic for multi-capacity bin packing and machine reassignment problems
ANAND SUBRAMANIAN,A hybrid iterated local search heuristic for the maximum weight independent set problem
ANAND SUBRAMANIAN,Improved bounds for large scale capacitated arc routing problem
ANAND SUBRAMANIAN,The static bike sharing rebalancing problem with forbidden temporary operations
ANAND SUBRAMANIAN,A multi-objective evolutionary algorithm for a class of mean-variance portfolio selection problems
ANAND SUBRAMANIAN,An iterated local search algorithm for the travelling salesman problem with pickups and deliveries
ANAND SUBRAMANIAN,Exact and heuristic algorithms for order acceptance and scheduling with sequence-dependent setup times
ANAND SUBRAMANIAN,A unified heuristic and an annotated bibliography for a large class of earliness–tardiness scheduling problems
ANAND SUBRAMANIAN,New lower bounds for the vehicle routing problem with simultaneous pickup and delivery
ANAND SUBRAMANIAN,Personnel scheduling during Covid-19 pandemic
ANAND SUBRAMANIAN,Efficient algorithms for cluster editing
ANAND SUBRAMANIAN,Exact algorithms for the traveling salesman problem with draft limits
ANAND SUBRAMANIAN,"A hybrid heuristic, based on iterated local search and GENIUS, for the vehicle routing problem with simultaneous pickup and delivery"
ANAND SUBRAMANIAN,Exact solution of the single-machine scheduling problem with periodic maintenances and sequence-dependent setup times
ANAND SUBRAMANIAN,A hybrid algorithm for the multi-depot heterogeneous dial-a-ride problem
ANAND SUBRAMANIAN,Utilizando o software Arena como ferramenta de apoio ao ensino em engenharia de produção
ANAND SUBRAMANIAN,An efficient ILS heuristic for the vehicle routing problem with simultaneous pickup and delivery
ANAND SUBRAMANIAN,On the exact solution of vehicle routing problems with backhauls
ANAND SUBRAMANIAN,An ILS based heuristic for the vehicle routing problem with simultaneous pickup and delivery and time limit
ANAND SUBRAMANIAN,Iterated local search for single machine total weighted tardiness batch scheduling
ANAND SUBRAMANIAN,Analysis of path planning algorithms based on travelling salesman problem embedded in UAVs
ANAND SUBRAMANIAN,A column generation approach for power-aware optimization of virtualized heterogeneous server clusters
ANAND SUBRAMANIAN,A two‐phase Pareto local search heuristic for the bi‐objective pollution‐routing problem
ANAND SUBRAMANIAN,On solving manufacturing cell formation via bicluster editing
ANAND SUBRAMANIAN,Metaheurística Iterated Local Search aplicada ao problema de roteamento de veículos com coleta e entrega simultânea
ANAND SUBRAMANIAN,A simple and effective hybrid genetic search for the job sequencing and tool switching problem
ANAND SUBRAMANIAN,On the exact solution of a large class of parallel machine scheduling problems
ANAND SUBRAMANIAN,Efficient local search limitation strategy for single machine total weighted tardiness scheduling with sequence-dependent setup times
ANAND SUBRAMANIAN,Continuous greedy randomized adaptive search procedure for data clustering
ANAND SUBRAMANIAN,A satisfiability and workload-based exact method for the resource constrained project scheduling problem with generalized precedence constraints
ANAND SUBRAMANIAN,Exact and metaheuristic approaches for identical parallel machine scheduling with a common server and sequence-dependent setup times
ANAND SUBRAMANIAN,Aplicação de método e técnica multivariados para previsão de variáveis termoambientais e perceptivas
ANAND SUBRAMANIAN,Generating guitar solos by integer programming
ANAND SUBRAMANIAN,Integer programming formulations and efficient local search for relaxed correlation clustering
ANAND SUBRAMANIAN,A hybrid algorithm for the multi-depot vehicle scheduling problem arising in public transportation
ANAND SUBRAMANIAN,Exact approaches for single machine total weighted tardiness batch scheduling
ANAND SUBRAMANIAN,Mathematical models and decomposition algorithms for makespan minimization in plastic rolls production
ANAND SUBRAMANIAN,Hybrid genetic search for the traveling salesman problem with hybrid electric vehicle and time windows
ANAND SUBRAMANIAN,Optimizing single-finger keyboard layouts on smartphones
ANAND SUBRAMANIAN,Branch-and-cut approaches for p-cluster editing
ANAND SUBRAMANIAN,Problema de roteamento de veículos assimétrico com frota heterogênea limitada: um estudo de caso em uma indústria de bebidas
ANAND SUBRAMANIAN,Aplicação da metaheurística busca tabu ao problema de alocação de aulas a salas em uma instituição universitária
ANAND SUBRAMANIAN,Conference scheduling: A clustering-based approach
ANAND SUBRAMANIAN,Aplicação da metaheurística busca tabu na resolução do problema de alocação de salas do centro de tecnologia da UFPB
ANAND SUBRAMANIAN,A unified exact approach for a broad class of vehicle routing problems with simultaneous pickup and delivery
ANAND SUBRAMANIAN,Um algoritmo heurístico baseado em iterated local search para problemas de roteamento de veículos
ANAND SUBRAMANIAN,Scheduling the Brazilian OR conference
ANAND SUBRAMANIAN,On solving the capacitated routing and spectrum allocation problem for flexgrid optical networks
ANAND SUBRAMANIAN,Exponential-size neighborhoods for the pickup-and-delivery traveling salesman problem
ANAND SUBRAMANIAN,Solution strategies for the vehicle routing problem with backhauls
ANAND SUBRAMANIAN,A hybrid algorithm for the Vehicle Routing Problem with Time Windows
ANAND SUBRAMANIAN,Intersections management for autonomous vehicles: a heuristic approach
ANAND SUBRAMANIAN,Branch-and-price for p-cluster editing
ANAND SUBRAMANIAN,Uma heurÍstica para o problema de roteamento de veÍculos com mÚltiplas viagens
ANAND SUBRAMANIAN,On time-indexed formulations for the parallel machine scheduling problem with a common server
ANAND SUBRAMANIAN,An Integrated Task and Personnel Scheduling Problem to Optimize Distributed Services in Hospitals.
ANAND SUBRAMANIAN,Exact and heuristic approaches for the set cover with pairs problem
ANAND SUBRAMANIAN,A Hybrid Algorithm for the Fleet Size and Mix Vehicle Routing Problem
ANAND SUBRAMANIAN,A hybrid metaheuristic for the vehicle routing problem with simultaneous pick-up and delivery
ANAND SUBRAMANIAN,Asymmetric vehicle routing problem with heterogeneous limited fleet: a case study in a beverage industry
ANAND SUBRAMANIAN,An iterated local search heuristic for open vehicle routing problems
ANAND SUBRAMANIAN,Application of nonlinear models to studies in the ergonomics area
ANAND SUBRAMANIAN,Exact and heuristic algorithms for minimizing the makespan on a single machine scheduling problem with sequence-dependent setup times and release dates
ANAND SUBRAMANIAN,Um algoritmo genético com busca local para o problema do caixeiro viajante com veículo elétrico híbrido e janelas de tempo
ANAND SUBRAMANIAN,Uma heurıstica hıbrida para o Problema do Caixeiro Viajante com Coleta e Entrega envolvendo um unico tipo de produto
ANAND SUBRAMANIAN,An efficient iterated local search algorithm for the vehicle routing problem with simultaneous pickup and delivery
ANAND SUBRAMANIAN,Application of linear regression and discriminant analysis for predicting thermoenvironmental and perceptive variables
ANAND SUBRAMANIAN,Bike-Sharing Rebalancing Problems
ANAND SUBRAMANIAN,Branch-cut-and-price algorithms for the vehicle routing problem with backhauls
ANAND SUBRAMANIAN,"Corrigendum to “Hybrid metaheuristics for the clustered vehicle routing problem [Comput. Oper. Res., 58 (2015): 87–99]”"
ANAND SUBRAMANIAN,Uma abordagem baseada em programaç ao linear inteira para a geraç ao de solos de guitarra
ANAND SUBRAMANIAN,Efficient local search limitation strategy for single machine total weighted tardiness scheduling with sequence-dependent setup times
ANAND SUBRAMANIAN,PROBLEMA DE ALOCAC AO DE AULAS: O CASO DA CENTRAL DE AULAS DA UFPB
ANAND SUBRAMANIAN,Problema de dimensionamento de lotes e sequenciamento da produção: Um estudo de caso em uma indústria de bebidas
ANAND SUBRAMANIAN,"Population-based iterated local search for batch scheduling on parallel machines with incompatible job families, release dates, and tardiness penalties"
ANAND SUBRAMANIAN,The maximum length car sequencing problem
ANAND SUBRAMANIAN,Improving buffer storage performance in ceramic tile industry via simulation
ANAND SUBRAMANIAN,Um algoritmo populacional para o problema de flow shop com bloqueio e minimização do makespan
ANAND SUBRAMANIAN,Minimizing energy consumption in a real-life classroom assignment problem
ANAND SUBRAMANIAN,Drone routing and trajectory optimisation
ANAND SUBRAMANIAN,O Problema de Programaçao de Sessões Técnicas de Conferências: o caso do SBPO
ANAND SUBRAMANIAN,Um algoritmo ILS aplicado ao Problema do Caixeiro Viajante com Coleta e Entrega
ANAND SUBRAMANIAN,UMA HEURÍSTICA BASEADA EM GRASP E ITERATED LOCAL SEARCH PARA O PROBLEMA DA MÍNIMA LAT ˆENCIA
ANAND SUBRAMANIAN,Um Algoritmo Híbrido para a Resoluςão do Problema de Roteamento de Veículos com Janelas de Tempo
ANAND SUBRAMANIAN,HEURÍSTICA BASEADA EM GERAC AO DE COLUNAS PARA OTIMIZAC AO ENERG ETICA EM CLUSTERS DE SERVIDORES DE GRANDE ESCALA
ANAND SUBRAMANIAN,A matheuristic algorithm for the school bus routing problem
ANAND SUBRAMANIAN,Computing the worst-case due dates violations with budget uncertainty
ANAND SUBRAMANIAN,Beneficiary appointment and delivery planning in a conflict setting
ANAND SUBRAMANIAN,The Integrated Agile Earth Observation Satellite Scheduling Problem
ANAND SUBRAMANIAN,Cadernos do LOGIS
ANAND SUBRAMANIAN,An Integrated Decision Support System for Intra-Logistics Management with Peripheral Storage and Centralized Distribution
ANAND SUBRAMANIAN,O Problema de Programação de Sessões Técnicas de Conferências com Avaliadores
ANAND SUBRAMANIAN,Scheduling Automated Guided Vehicles: Challenges and Opportunities
ANAND SUBRAMANIAN,Uma heurística híbrida para o problema de escalonamento de tarefas em uma máquina com tempos de setup dependentes da sequência e datas de liberação
ANAND SUBRAMANIAN,Um Algoritmo Híbrido para o Problema de Roteamento de Veículos com Frota Heterogênea Robusto
ANAND SUBRAMANIAN,Um Modelo de Otimizaçao para um Problema Real de Programaçao de Horários de Trens Urbanos
ANAND SUBRAMANIAN,Uma abordagem exata unificada para um conjunto de variantes do problema de roteamento de veículos com coleta e entrega simultâneas
ANAND SUBRAMANIAN,The Interplay between Operations Research and Machine Learning
ANAND SUBRAMANIAN,Busca populacional híbrida para o problema de flow shop com bloqueio e minimização do makespan
ANAND SUBRAMANIAN,Um método de duas fases para otimização do layout de um centro oncológico de referência na América Latina
ANAND SUBRAMANIAN,Iterated Local Search
ANAND SUBRAMANIAN,Uma heurística para o problema de flow shop com bloqueio e minimização do makespan
ANAND SUBRAMANIAN,An efficient bundle-based approach for the share-a-ride problem
ANAND SUBRAMANIAN,Share-a-ride problems Models and Solution Algorithms
ANAND SUBRAMANIAN,Alocaçao Adaptativa de Tarefas na Névoa em Ambientes de Saude Inteligente
ANAND SUBRAMANIAN,Um Algoritmo Híbrido para o Problema de Roteamento de Veículos com Janelas de Tempo Robusto
ANAND SUBRAMANIAN,Abordagem exata para duas variantes do problema de roteamento de veículos com coleta e entrega simultâneas
ANAND SUBRAMANIAN,Cadernos do LOGIS
