Professor,Artigo
GUIDO LEMOS DE SOUZA FILHO,Produção de Conteúdos Interativos: Uma Experiência do Projeto Estação-Escola de Televisão Digital/LAVID/XPTA. LAB
GUIDO LEMOS DE SOUZA FILHO,Uma solução para execução de aplicações Ginga-ncl usando segunda tela em sistemas Broad Band TV
GUIDO LEMOS DE SOUZA FILHO,OddCI-Ginga: A Platform for High Throughput Computing Using Digital TV Receivers
GUIDO LEMOS DE SOUZA FILHO,Experiência de Uso da Arthron na Transmissão de Cirurgias em Tempo-Real para Telemedicina
GUIDO LEMOS DE SOUZA FILHO,Generating Window of Sign Languages on ITU J. 200-Based Middlewares
GUIDO LEMOS DE SOUZA FILHO,A Model-Driven Development Approach to Integration of Web Services and Interactive Applications: A Case Study in a Digital TV Platform
GUIDO LEMOS DE SOUZA FILHO,Estratégia de Segurança para Transmissão de Fluxos de Mídia em Alta Definição
GUIDO LEMOS DE SOUZA FILHO,Uma ferramenta para vídeo colaboração em saúde
GUIDO LEMOS DE SOUZA FILHO,GingaCDN: Uma Rede de Desenvolvimento Distribuído para o Middleware Ginga
GUIDO LEMOS DE SOUZA FILHO,Architecture for production and collaboration of TV content on the Internet
GUIDO LEMOS DE SOUZA FILHO,A convergência midiática e o papel da televisão digital interativa com ginga
GUIDO LEMOS DE SOUZA FILHO,TV digital interativa: convergência digital de conteúdo multimídia e aplicações
GUIDO LEMOS DE SOUZA FILHO,Using Agents for Improving Interpersonal Communication in Virtual Environments
GUIDO LEMOS DE SOUZA FILHO,Demonstrations and Posters-Using Semantic Rules Database to Dynamically Set up the ICSpace Virtual Building
GUIDO LEMOS DE SOUZA FILHO,El impacto de los medios digitales en la televisión brasileña: caída del rating e incremento de la facturación
GUIDO LEMOS DE SOUZA FILHO,La Televisión Digital Interactiva para el mejoramiento de los pueblos latinoamericanos
GUIDO LEMOS DE SOUZA FILHO,TENEMOS QUE HABLAR ACERCA DE PRESERVACIÓN DIGITAL DE COLECCIONES AUDIOVISUALES: ESTRATÉGIAS PARA LA CONSTRUCCIÓN DE REDES NACIONALES
GUIDO LEMOS DE SOUZA FILHO,Fogo Player: A scalable solution for Ultra High Definition video reproduction
GUIDO LEMOS DE SOUZA FILHO,"Co-Chairs: Maria da Graça Pimentel, Universidade de São Paulo, Brazil Ethan Munson, University of Wisconsin-Milwaukee, USA Ahmed Karmouch, University of Ottawa, Canada"
GUIDO LEMOS DE SOUZA FILHO,DESIGN DA INTERFACE DE USUÁRIO PARA O SISTEMA DE VÍDEO SOB DEMANDA DA REDE NATALNET
GUIDO LEMOS DE SOUZA FILHO,Construindo Infraestruturas Computacionais Distribuídas e Seguras Baseadas em Receptores de TV Digital
GUIDO LEMOS DE SOUZA FILHO,Analysis of multimedia applications for Ultra High Definition video exhibition
GUIDO LEMOS DE SOUZA FILHO,ESTRATÉGIAS PARALELAS E EFICIENTES PARA A CONFIGURAÇÃO DE UM SERVIÇO DE DISTRIBUIÇÃO DE VÍDEO BASEADO EM REPLICAÇÃO MÓVEL
GUIDO LEMOS DE SOUZA FILHO,Ambiente Multiusuário com Suporte Multimídia em Atividades Escolares no Ensino Fundamental: Uma Experiência de Uso
GUIDO LEMOS DE SOUZA FILHO,A3TV: uma proposta de redistribuição dos papéis da audiência na sociedade colaborativa
GUIDO LEMOS DE SOUZA FILHO,Âncoras e Elos em Nós de Composição
GUIDO LEMOS DE SOUZA FILHO,O Modelo de Apresentação do HyperProp
GUIDO LEMOS DE SOUZA FILHO,Especificação e implementação do DynaVideo VoD
GUIDO LEMOS DE SOUZA FILHO,Coordenação de Infraestruturas Computacionais Dinâmicas Baseadas em Redes de Broadcast
GUIDO LEMOS DE SOUZA FILHO,M. Carmen Fernández Panadero Marcelo Moreno Marcelo Zuffo Márcio Dias
GUIDO LEMOS DE SOUZA FILHO,3D Imaging Techniques and Multimedia Applications
GUIDO LEMOS DE SOUZA FILHO,Acessibilidade na Internet para Deficientes Visuais
GUIDO LEMOS DE SOUZA FILHO,SMTA: Um Sistema para Monitoramento de Tráfego em Aplicações Multimídia
GUIDO LEMOS DE SOUZA FILHO,TREINAMENTO DE UMA REDE PERCEPTRON DE MÚLTIPLAS CAMADAS UTILIZANDO ENHANCED-CONTINUOUS-GRASP
GUIDO LEMOS DE SOUZA FILHO,OddCI-Sim: Um Ambiente para Análise do Comportamento Dinâmico de Sistemas OddCI sobre Redes de Broadcast de Larga Escala
GUIDO LEMOS DE SOUZA FILHO,StreamRevealer-Uma Ferramenta para Análise e Estudo do Protocolo MPEG-2 Transport Stream
GUIDO LEMOS DE SOUZA FILHO,METAHEURÍSTICAS SIMULATED ANNEALING E BUSCA TABU APLICADAS AO PROBLEMA OTIMIZAÇÃO EM REDES DE VIDECONFERÊNCIA
GUSTAVO CHARLES PEIXOTO DE OLIVEIRA,Nenhuma publicação encontrada
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A contextual role-based access control authorization model for electronic patient record
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Managing medical images and clinical information: InCor's experience
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Prontuário eletrônico de pacientes: integrando informações clínicas e imagens médicas; Eletronic patient record: integrating clinical information and image data
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Um modelo de autorização contextual para o controle de acesso ao prontuário eletrônico do paciente em ambientes abertos e distribuídos.
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,An instance selection method for large datasets based on Markov Geometric Diffusion
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Towards Social Radiology as an Information Infrastructure: Reconciling the Local With the Global
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Uma Ferramenta para Gerenciamento e Transmissão de Fluxos de Vídeo em Alta Definição para Telemedicina
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Um modelo de autorização contextual para o controle de acesso baseado em papéis
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,"SocialRAD: An Infrastructure for a Secure, Cooperative, Asynchronous Teleradiology System."
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A security API for multimodal multi-biometric continuous authentication
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,MACA: Uma Ferramenta de Autorização e Controle de Acesso para o Prontuário Eletrônico de Pacientes
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Prontuário eletrônico em ambiente distribuído e heterogêneo: a experiência do InCor
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Um modelo de autorização e controle de acesso para o prontuário eletrônico de pacientes em ambientes abertos e distribuídos
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Towards an information infrastructure for medical image sharing
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,DicomFlow: Um modelo de arquitetura para formação de uma infraestrutura de informação telerradiológica
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Uma Ontologia de Domínio para Preservação de Privacidade em Dados Publicados pelo Governo Brasileiro
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A multibiometric access control architecture for continuous authentication
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Formação de uma infraestrutura de informação para telerradiologia: um estudo de múltiplos casos baseado na teoria de projeto para complexidade dinâmica
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Privacidade e Transparência no Setor Público: Um Estudo de Caso da Publicação de Microdados do INEP
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A strategy of multimedia reflectors to encryption and codification in real time
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A multi-stream tool to support transmission in surgery applied to telemedicine
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Considerações Sobre o Controle de Acesso ao Prontuário Eletrônico do Paciente
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Windows based software tool for use on physiological experiments
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Experiences with Arthron for live surgery transmission in Brazilian Telemedicine University network
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Estratégia de Segurança para Transmissão de Fluxos de Mídia em Alta Definição
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,An xml-based genetic algorithm tool system features and modeling
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Fatores Organizacionais e sua Influência na Segurança da Informação em Universidades Públicas: Um Estudo Empírico
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Sistema Compacto para Armazenamento e Distribuição de Imagens Médicas em Ambientes Clínico-Hospitalares
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Transparência e preservação de privacidade em dados governamentais no Brasil: pesquisa documental e estudo de caso
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A tool for video collaboration in telemedicine.
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Application of an XML-based genetic algorithm to a rainfall―runoff erosion model
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Integrating Medical Images and Clinical Information
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Modelo conceitual de segurança para uma arquitetura multidomínio em telemedicina
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Integrating Medical Images and Clinical Information: InCor's Experience
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Autorização e controle de acesso para o prontuário eletrônico do paciente em ambientes abertos e distribuídos: uma proposta de modelo e arquitetura
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Infraestrutura de Informação em Saúde
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,"DICOMFLOW: INFRAESTRUTURA ASSÍNCRONA, ASSIMÉTRICA, DESCENTRALIZADA PARA DISTRIBUIÇÃO DE IMAGENS MÉDICAS DICOMFLOW: ASYNCHRONOUS, ASYMMETRICAL, DECENTRALIZED INFRASTRUCTURE FOR …"
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Security Strategies for Transmission of High Definition Media Streams
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,"Infraestrutura de segurança para comunicação, autenticação e autorização transparentes em hospitais federados"
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Separação de Responsabilidades Orientada a Aplicação no MACA: um Modelo de Autorização Contextual para o Controle de A-cesso Baseado em Papéis
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A Contextual Role-Based Access Control Model for Electronic Patient Record in Open Distributed Environment
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Aplicações Práticas de Especificações Formais Orientadas a Objelos: Um Sistema para Processamento do Eletrocardiograma de Esforço
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Object oriented formal specifications: application in the development of an automatic exercise ECG processing system
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Sistema para Aquisição e Processamento de Sinais Hemodinâmicos usando Microcomputador Compatível com IBM PC
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Modelo de maturidade de processos para avaliação da conformidade com a LGPD: um estudo de caso em uma instituição educacional no Brasil
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,LGPD E INFRAESTRUTURA DE TI: PROPOSTA DE MODELO DE CONFORMIDADE PARA O SETOR PÚBLICO
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Recomendações para Conformidade com a LGPD a partir de uma Revisão Sistemática da Literatura
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A Lei Geral de Proteção de Dados do Brasil à Luz do Regimento Europeu: Um Exame Comparativo e Prospectivo através de uma Revisão Sistemática
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Contrainteligência em Engenharia Social: Aprimorando a Defesa Cibernética da Sociedade
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Evolution and Tensions in the Formation of an Information Infrastructure: Case Study of the Integrated Management System of the Federal University of Rio Grande do Norte
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,DICOMFlowAccess: um modelo de controle de acesso baseado em certificados digitais para prática da telerradiologia
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A Domain Ontology for Privacy Preservation in Data Published by the Brazilian Government
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,DICOMFLOW: An architectural model for the formation of a teleradiology information infrastructure
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,"SocialRAD: Uma Infraestrutura para Telerradiologia Assíncrona, Colaborativa e Segura"
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Experiência de Uso da Arthron na Transmissão de Cirurgias em Tempo-Real para Telemedicina
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Estratégia de Segurança para Transmissão de Fluxos de Mídia em Alta Definição
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,"Infraestrutura de segurança para comunicação, autenticação e autorização transparentes em hospitais federados; Security infrastructure for transparent communication …"
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Investigação Empírica sobre a Percepção da Segurança da Informação pelos Usuários de uma Universidade Pública Baseada na Análise Fatorial Exploratória
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Uma Ferramenta para Vídeo Colaboração em Saúde
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Um Modelo Baseado em Ontologia para Agentes Multipropósitos de Apoio à Decisão Clínica integrado ao Registro Eletrônico em Saúde
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,CollectMed: Extração e Reuso de Conhecimento Coletivo para o RES
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Framework Baseado em Ontologias para Geração Automática de Interface com o Usuário em Registros Eletrônicos em Saúde
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Modelo Federado Distribuído para Autorização e Comunicação Multilateral Segura entre Instituições de Saúde
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Engenharia de Papéis eo Processo XP: uma Proposta de Integração através do Jogo do Planejamento
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,SPECIAL SECTION PAPERS-Managing Medical Images and Clinical Information: InCor's Experience
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Um Modelo Pragmático de Separação de Responsabilidades para o Controle de Acesso Baseado em Papéis
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,MAAC: a software tool for user authentication and access control to the electronic patient record in an open distributed environment
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Descentralização e Autonomia para Administração de Políticas de Acesso no MACA: Um Modelo de Autorização Contextual para o Controle de Acesso Baseado em Papéis
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Transmissão do Eletrocardiograma de 12 Derivações Via Internet
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A Role-based Access Authorization to Clinical and Image Data
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Modelo de Dados para Exames de Eletrocardiografia e Hemodinâmica
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Implementaçäo de um técnica para tipificaçäo e alinhamento de complexos QRS
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Software para o processamento do eletrocardiograma de 12 derivaçöes
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Sistema de aquisiçäo do ECG de 12 derivaçöes usando microcomputadores
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Comparing Techniques for the Estimation of Representative PQRST Cycles
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Processamento Automático de Sinais Eletrocardiográficos com o uso de Microcomputadores
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Especificações Formais Orientadas a Objetos: Aplicação no Processamento do Eletrocardiograma de Esforço
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,A Versatile Catheterization Laboratory Data Management System Based on PC-XT Microcomputers
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Avaliação Preliminar de um Sistema para Processamento de Sinais Hemodinâmicos Usando Microcomputador Compatível com IBM PC
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,Fatores Organizacionais e sua Influência na Segurança da Informação em Universidades Públicas: Um Estudo Empírico
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,DESCENTRALIZADA PARA DISTRIBUIÇÃO DE IMAGENS MÉDICAS
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,AN XML-BASED GENETIC ALGORITHM TOOL–SYSTEM FEATURES AND MODELING
GUSTAVO HENRIQUE MATOS BEZERRA MOTTA,PROJETO POLÍTICO PEDAGÓGICO DO CURSO DE CIÊNCIA DA COMPUTAÇÃO DO CCEN/UFPB
HAMILTON SOARES DA SILVA,Nenhuma publicação encontrada
HUGO LEONARDO DAVI DE SOUZA CAVALCANTE,Nenhuma publicação encontrada
IGUATEMI EDUARDO DA FONSECA,Survey and systematic mapping of industrial Wireless Sensor Networks
IGUATEMI EDUARDO DA FONSECA,A selective defense for application layer DDoS attacks
IGUATEMI EDUARDO DA FONSECA,Real-time link quality estimation for industrial wireless sensor networks using dedicated nodes
IGUATEMI EDUARDO DA FONSECA,Slow TCAM exhaustion DDoS attack
IGUATEMI EDUARDO DA FONSECA,Ge-doped defect-core microstructured fiber design by genetic algorithm for residual dispersion compensation
IGUATEMI EDUARDO DA FONSECA,Slow denial-of-service attacks on software defined networks
IGUATEMI EDUARDO DA FONSECA,Preserving global optical QoS in FWM impaired dynamic networks
