Year,Track,Artist,Album,Duration (s),Genres,Track ID,Release Date,Popularity
2009,Dog Days Are Over,Florence + The Machine,Lungs (Deluxe Edition),251,baroque pop,1YLJVmuzeM2YSUkCCaTNUB,2009,75
2009,Ain't No Rest for the Wicked,Cage The Elephant,Cage The Elephant (Expanded Edition),175,modern rock,3Pzh926pXggbMe2ZpXyMV7,2009-03-24,75
2009,Meet Me Halfway,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),284,Unknown,6wOYnPq1hPihRepcDClPUw,2009-01-01,75
2009,Forever,"Drake, Kanye West, Lil Wayne, Eminem",Relapse: Refill,357,"rap, hip hop",5UsLjwBaTHBX4ektWIr4XX,2009-05-15,75
2009,Alejandro,Lady Gaga,The Fame Monster (Deluxe Edition),274,"art pop, pop",4lwavw59UjXUPJZtKNdFYp,2009-08-05,75
2009,21 Guns,Green Day,21st Century Breakdown,321,"punk, pop punk",64yrDBpcdwEdNY9loyEGbX,2009-05-15,75
2009,Virtual Diva,Don Omar,iDon,239,"reggaeton, urbano latino",5nJaS3PEpyPfaWiLxIGtRX,2009-01-01,75
2009,Like a Prayer,Madonna,Celebration (double disc version),342,Unknown,1z3ugFmUKoCzGsI6jdY4Ci,2009-09-18,75
2009,4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",Celebration (double disc version),189,Unknown,1oHClQEgDmmbcEx12Kc5nZ,2009-09-18,75
2009,All I Wanted,Paramore,Brand New Eyes,225,"pop punk, emo, emo pop",1Bv3h7Vc4AaYA2BcSM3rVd,2009-09-28,74
2009,Rosyln,"Bon Iver, St. Vincent",The Twilight Saga: New Moon (Original Motion Picture Soundtrack),289,indie folk,4k7x3QKrc3h3U0Viqk0uop,2009-10-16,74
2009,Birthday Sex,Jeremih,Jeremih,226,Unknown,4NpDZPwSXmL0cCTaJuVrCw,2009-01-01,74
2009,Hero,Skillet,Awake,186,"christian rock, christian alternative rock, christian",4CbKVDZkYKdv69I4bCaKUq,2009-08-21,74
2009,She's Country,Jason Aldean,Wide Open,220,"country, acoustic country",0okmLlOW6vKrilXDvtRMfg,2009-04-07,73
2009,1901,Phoenix,Wolfgang Amadeus Phoenix,193,indie,68hYdj3GepWm2R202KhJT7,2009-05-25,73
2009,Bulletproof,La Roux,La Roux,205,Unknown,3kMrazSvILsgcwtidZd1Qd,2009,73
2009,Two Birds,Regina Spektor,Far,195,Unknown,2n0U2OG5d6TuW5mKx7YrC0,2009-06-19,73
2009,Good Life,OneRepublic,Waking Up,253,soft pop,6OtCIsQZ64Vs1EbzztvAv4,2009-01-01,73
2009,Bang Bang,"K'NAAN, Adam Levine",Troubadour,186,Unknown,61YzdCCBPM5Pc7lIiD5i8C,2009,73
2009,I Know You Want Me (Calle Ocho),Pitbull,Pitbull Starring In Rebelution,237,Unknown,13plQdOoWSSXPRUSZc5FuM,2009-08-27,73
2009,Boot Scootin' Boogie,Brooks & Dunn,#1s ... and then some,198,"country, acoustic country",7Fq9RwQxSn3kW85PrDUf0M,2009-09-08,72
2009,Fire Burning,Sean Kingston,Tomorrow,239,Unknown,2oENJa1T33GJ0w8dC167G4,2009-09-07,72
2009,Beach Baby,Bon Iver,Blood Bank,160,indie folk,2LXtyj95dK56ENS1QLt4IB,2009-01-20,72
2009,Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",Man On The Moon: The End Of Day (Deluxe),295,Unknown,6MtKObWYda2qnNIpJI21uD,2009-01-01,71
2009,Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day (Deluxe),221,Unknown,5wfllwdjglyQislkskYLBv,2009-01-01,71
2009,Little Lion Man,Mumford & Sons,Sigh No More,246,"folk, indie folk, folk rock",2kXjRzwcTZhGLnVjUud8l3,2009-10-02,71
2009,I Will Not Bow,Breaking Benjamin,Dear Agony,216,"alternative metal, post-grunge, rock, hard rock",2yXyz4NLTZx9CLdXfLTp5E,2009-01-01,71
2009,Replay,Iyaz,Replay,182,Unknown,5vlEg2fT4cFWAqU5QptIpQ,2009-08-11,71
2009,Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,241,indie,4esUVfYnFcCCVHntx9FQCb,2009-05-25,71
2009,Oh No!,MARINA,The Family Jewels,182,Unknown,4sNwdacKyi2S26WrRtNama,2009-07-15,71
2009,She Wolf,Shakira,She Wolf (Expanded Edition),188,"latin pop, latin",4l9fZ75WzPZlAIkqJIWlo8,2009-10-09,71
2009,A Little Bit Harder Now,She Wants Revenge,Up and Down,174,"darkwave, post-punk",5td7LYTivVH0MXXwin8QvE,2009-09-22,71
2009,Sweet Disposition,The Temper Trap,Conditions,236,Unknown,0fIDUXVyJ1JISqB4HP4D5H,2009-06-19,70
2009,Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",Man On The Moon: The End Of Day,295,Unknown,5iSEsR6NKjlC9SrIJkyL3k,2009-09-15,70
2009,Obsessed,Mariah Carey,Memoirs of an imperfect Angel,242,christmas,3IcIIZMMS7UArJJPtEHXG8,2009-09-29,70
2009,My Maria,Brooks & Dunn,#1s ... and then some,208,"country, acoustic country",09qzRI951OVkXGCc33gzcT,2009-09-08,70
2009,BedRock,"Young Money, Lloyd",We Are Young Money,288,Unknown,3iL2l5gUqyPS6vDwJFgJTR,2009-01-01,70
2009,Little Bit (feat. Lykke Li),"Drake, Lykke Li",So Far Gone,230,"rap, hip hop",524wvipGqxPKYWxkjf9y46,2009,70
2009,Carry Out (Featuring Justin Timberlake),"Timbaland, Justin Timberlake",Shock Value II,232,Unknown,2DHc2e5bBn4UzY0ENVFrUl,2009-01-01,70
2009,Awake and Alive,Skillet,Awake,209,"christian rock, christian alternative rock, christian",0nkzd3yNniB767zSDDdLZ3,2009-08-21,70
2009,Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",One Love (Deluxe),210,"edm, dance",4dTaAiV9xFFCxnPur9c9yL,2009-08-21,69
2009,The Cave,Mumford & Sons,Sigh No More,217,"folk, indie folk, folk rock",1JlssWnwFUiEzuSqw4H1V1,2009-10-02,69
2009,Big Green Tractor,Jason Aldean,Wide Open,204,"country, acoustic country",0Ajm7DFmbGEURySKm7G2jf,2009-04-07,69
2009,The Downfall Of Us All,A Day To Remember,Homesick,209,"metalcore, post-hardcore, pop punk, screamo, emo, emo pop",1KHKeIouP04dDtl0EetgED,2009-02-03,69
2009,Are You Satisfied?,MARINA,The Family Jewels,198,Unknown,6lKRMylSZMtA7EqPl0pcdI,2009-07-15,69
2009,Shots,"LMFAO, Lil Jon",Party Rock,222,Unknown,1V4jC0vJ5525lEF1bFgPX2,2009-01-01,69
2009,Sexy Bitch (feat. Akon),"David Guetta, Akon",One Love (Deluxe),195,"edm, dance",0uXO2GrNiIb1xHT9LUdxZE,2009-08-21,68
2009,The Truth,Jason Aldean,Wide Open,238,"country, acoustic country",1DGuA96lAK9NEAmJwS6DH9,2009-04-07,68
2009,Bad Company,Five Finger Death Punch,War Is the Answer,262,"metal, groove metal, heavy metal, hard rock, rock",2KZXCH4npY28gtZKXcB2N8,2009-09-22,68
2009,Neon Moon,Brooks & Dunn,#1s ... and then some,263,"country, acoustic country",3EUl8M6SzxZl03NPkB8mUd,2009-09-08,68
2009,Break,Three Days Grace,Life Starts Now,193,"post-grunge, rock",4urxRqBRiaH0i20OKBsgxc,2009-09-22,68
2009,Ignorance,Paramore,Brand New Eyes,218,"pop punk, emo, emo pop",47No93LxERvV6MtOAmQzHS,2009-09-28,68
2009,If It Means A Lot To You,A Day To Remember,Homesick,243,"metalcore, post-hardcore, pop punk, screamo, emo, emo pop",3rEwGRmPVVudVjqdgv0tRR,2009-02-03,68
2009,Imma Be,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),257,Unknown,0oJMv049q8hEkes9w0L1J4,2009-01-01,67
2009,Check My Brain,Alice In Chains,Black Gives Way To Blue,237,"grunge, post-grunge",2liwbAaiYRiJB2H286u1zS,2009-09-29,67
2009,Knock You Down,"Keri Hilson, Kanye West, Ne-Yo",In A Perfect World...,326,Unknown,58FUwmyGUqkt53YPUcm7cJ,2009-01-01,66
2009,Do I,Luke Bryan,Doin' My Thing,239,"country, acoustic country",7A5CReD6yWe0rrkJym34QI,2009-01-01,66
2009,Boom Boom Pow,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),251,Unknown,3opVsyWVYEAFK9bJAG8Opa,2009-01-01,66
2009,Rain Is A Good Thing,Luke Bryan,Doin' My Thing,176,"country, acoustic country",1YhFtqwcN138S6ng3MT1nN,2009-01-01,66
2009,Rockin' That Shit,The-Dream,Love Vs Money,221,r&b,3RBGG1be9aBaSvjnw6ABkh,2009-01-01,66
2009,Sleepyhead,Passion Pit,Manners,174,indie,4prEPl61C8qZpeo3IkYSMl,2009,66
2009,Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship, Leighton Meester",Hot Mess,196,Unknown,7kMfu3KUydmrFVGEAhjtyl,2009-08-07,66
2009,Soundtrack 2 My Life,Kid Cudi,Man On The Moon: The End Of Day (Deluxe),235,Unknown,0rFpcfF0YfvFUYsl99Bw9d,2009-01-01,65
2009,You've Got The Love,Florence + The Machine,Lungs (Deluxe Edition),168,baroque pop,6u9RqxALwkjJ1ukB1y8vuP,2009,65
2009,Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day,221,Unknown,5FEXPoPnzueFJQCPRIrC3c,2009-09-15,65
2009,Gettin' You Home,Chris Young,The Man I Want To Be,212,"country, acoustic country",28Sc21lrWcZD9Ov4rRkPJq,2009-09-01,65
2009,The House That Built Me,Miranda Lambert,Revolution,236,country,02eD9ymfJOJOhM97HYp5R9,2009-09-24,65
2009,Heads Will Roll,Yeah Yeah Yeahs,It's Blitz! (Deluxe Edition),221,indie rock,18oWEPapjNt32E6sCM6VLb,2009-03-06,64
2009,Drop The World,"Lil Wayne, Eminem",Rebirth,229,"rap, hip hop",3e21cX0CVwzkQXiHz7WUQZ,2009-01-01,64
2009,Ice Cream Paint Job,Dorrough Music,Dorrough Music,237,"crunk, southern hip hop",35EfL85garkKhKEemkeLoC,2009-08-04,64
2009,Intro,The xx,xx,127,Unknown,5VfEuwErhx6X4eaPbyBfyu,2009-08-18,64
2009,Heads Will Roll - A-Trak Remix Radio Edit,"Yeah Yeah Yeahs, A-Trak",Heads Will Roll,203,indie rock,0vBpyfpW2lARGh3AZFtWRi,2009,64
2009,Forever,"Drake, Kanye West, Lil Wayne, Eminem",More Than A Game,357,"rap, hip hop",6HSqyfGnsHYw9MmIpa9zlZ,2009-01-01,64
2009,Swag Surfin',"F.L.Y. (Fast Life Yungstaz), Easton",Jamboree,249,Unknown,5ItzU5pBrFmRUudfr5RkJP,2009-01-01,64
2009,Brand New Man,Brooks & Dunn,#1s ... and then some,179,"country, acoustic country",75QTZG8XFYKb0HQIwgCzNE,2009-09-08,64
2009,Cosmic Love,Florence + The Machine,Lungs (Deluxe Edition),255,baroque pop,0CSTvWUps1YmpQoXXay9ol,2009,64
2010,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,220,Unknown,7BqBn9nzAq8spo5e7cZ0dJ,2010-05-11,87
2010,Sure Thing,Miguel,All I Want Is You,195,r&b,0JXXNGljqupsJaZsgSbMZV,2010-11-26,85
2010,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,217,Unknown,161DnLWsx1i3u1JT05lzqU,2010-05-11,84
2010,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",Raymond v Raymond (Expanded Edition),220,r&b,4356Typ82hUiFAynbLYbPn,2010-03-30,84
2010,Only Girl (In The World),Rihanna,Loud (Japan Version),235,Unknown,2ENexcMEMsYk0rVJigVD3i,2010-01-01,84
2010,TiK ToK,Kesha,Animal (Expanded Edition),199,Unknown,0HPD5WQqrq7wPWR7P7Dw1i,2010-01-01,84
2010,Love The Way You Lie,"Eminem, Rihanna",Recovery,263,"rap, hip hop",15JINEqzVMv3SvJTAXAKED,2010-06-18,84
2010,The Spins,"Mac Miller, Empire Of The Sun",K.I.D.S. (Deluxe),195,Unknown,7FAFkQQZFeNwOFzTrSDFIh,2010-08-13,83
2010,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",216,soft pop,4HlFJV71xXKIGcU3kRyttv,2010-12-01,83
2010,S&M,Rihanna,Loud (Japan Version),243,Unknown,7ySUcLPVX7KudhnmNcgY2D,2010-01-01,83
2010,Je te laisserai des mots,Patrick Watson,Je te laisserai des mots,160,Unknown,44A0o4jA8F2ZF03Zacwlwx,2010-09-10,83
2010,Runaway,"Kanye West, Pusha T",My Beautiful Dark Twisted Fantasy,547,rap,3DK6m7It6Pw857FcQftMds,2010-11-22,82
2010,Baby,"Justin Bieber, Ludacris",My World 2.0,214,Unknown,6epn3r7S14KUqlReYr77hA,2010-01-01,82
2010,On Melancholy Hill,Gorillaz,Plastic Beach,233,Unknown,0q6LuUqGLUiCPP1cbdwFs3,2010-03-03,81
2010,Danza Kuduro,"Don Omar, Lucenzo",Meet The Orphans,198,"reggaeton, urbano latino",2a1o6ZejUi8U3wzzOtCOYw,2010-01-01,81
2010,Girl With The Tattoo Enter.lewd,Miguel,All I Want Is You,102,r&b,1eUGmzzvahJjOSWgDHuRlv,2010-11-26,80
2010,Grenade,Bruno Mars,Doo-Wops & Hooligans,222,Unknown,2tJulUYLDKOg9XrtVkMgcJ,2010-05-11,79
2010,Marry You,Bruno Mars,Doo-Wops & Hooligans,230,Unknown,22PMfvdz35fFKYnJyMn077,2010-05-11,79
2010,Super Bass,Nicki Minaj,Pink Friday (Complete Edition),200,Unknown,3hlksXnvbKogFdPbpO9vel,2010-11-22,79
2010,I Can't Handle Change,Roar,I Can't Handle Change,198,Unknown,37l31PrCNsg8baUjarNAi9,2010-03-14,79
2010,Just Can’t Get Enough,Black Eyed Peas,The Beginning,219,Unknown,3JA9Jsuxr4xgHXEawAdCp4,2010-01-01,79
2010,Not Afraid,Eminem,Recovery,248,"rap, hip hop",7Ie9W94M7OjPoZVV216Xus,2010-06-18,79
2010,Devil In A New Dress,"Kanye West, Rick Ross",My Beautiful Dark Twisted Fantasy,351,rap,1UGD3lW3tDmgZfAVDh6w7r,2010-11-22,78
2010,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,299,rap,22L7bfCiAkJo5xGSQgmiIO,2010-11-22,78
2010,What You Know,Two Door Cinema Club,Tourist History,191,indie,4iZxeyibg6w4EFCOoAQ6Eh,2010-02-17,78
2010,Where'd All the Time Go?,Dr. Dog,"Shame, Shame (Deluxe Edition)",234,Unknown,0UV5zxRMz6AO4ZwUOZNIKI,2010-11-02,78
2010,POWER,Kanye West,My Beautiful Dark Twisted Fantasy,292,rap,2gZUPNdnz5Y45eiGxpHGSc,2010-11-22,78
2010,Hey Daddy (Daddy's Home),USHER,Raymond v Raymond (Expanded Edition),224,r&b,030OCtLMrljNhp8OWHBWW3,2010-03-30,78
2010,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Only One Flo (Part 1),234,Unknown,6ebkx7Q5tTxrCxKq4GYj0Y,2010-11-24,78
2010,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,230,pop,3avYqdwHKEq8beXbeWCKqJ,2010-01-01,77
2010,No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame, Roscoe Dash, Wale",Flockaveli,263,Unknown,03tqyYWC9Um2ZqU0ZN849H,2010-10-01,77
2010,Cooler Than Me - Single Mix,"Mike Posner, Gigamesh",31 Minutes to Takeoff,213,Unknown,2V4bv1fNWfTcyRJKmej6Sj,2010-08-09,77
2010,Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",B.o.B Presents: The Adventures of Bobby Ray,268,Unknown,59dLtGBS26x7kc0rHbaPrq,2010-04-27,77
2010,Raise Your Glass,P!nk,Raise Your Glass,202,Unknown,1gv4xPanImH17bKZ9rOveR,2010-10-05,77
2010,OMG (feat. will.i.am),"USHER, will.i.am",Raymond v Raymond (Expanded Edition),269,r&b,1bM50INir8voAkVoKuvEUI,2010-03-30,76
2010,What's My Name?,"Rihanna, Drake",Loud (Japan Version),263,Unknown,6DkXLzBQT7cwXmTyzAB1DJ,2010-01-01,76
2010,Rhinestone Eyes,Gorillaz,Plastic Beach,200,Unknown,1foMv2HQwfQ2vntFf9HFeG,2010-03-03,76
2010,Teenage Dream,Katy Perry,Teenage Dream,227,pop,5jzKL4BDMClWqRguW5qZvh,2010-01-01,75
2010,California Gurls,"Katy Perry, Snoop Dogg",Teenage Dream,234,pop,6KOEK6SeCEZOQkLj5M1PxH,2010-01-01,75
2010,Just A Dream,Nelly,5.0,237,Unknown,3ZdJffjzJWFimSQyxgGIxN,2010-11-12,75
2010,Mr. Rager,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,294,Unknown,393MDhe62s8hbH8ETrlxe5,2010-11-09,75
2010,Fancy,"Drake, T.I., Swizz Beatz",Thank Me Later,319,"rap, hip hop",3fpTMuD1u3gJlVI4FadVHs,2010-01-01,74
2010,Down On Me,"Jeremih, 50 Cent",All About You,228,Unknown,0x3TibRgnSqzkcwrqBd4iX,2010-01-01,74
2010,Count on Me,Bruno Mars,Doo-Wops & Hooligans,197,Unknown,7l1qvxWjxcKpB9PCtBuTbU,2010-05-11,74
2010,Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",B.o.B Presents: The Adventures of Bobby Ray,180,Unknown,6lV2MSQmRIkycDScNtrBXO,2010-04-27,74
2010,Everytime We Touch,Cascada,Everytime We Touch (Premium Edition),197,"eurodance, europop",5YJtMNWKe55yr49cyJgxva,2010-02-12,74
2010,Corazón Sin Cara,Prince Royce,Prince Royce,211,"bachata, latin, bachata pop",0u4N6w5lBw5xMrzJitRWUo,2010,74
2010,Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",Lazarus,211,Unknown,2qPUnoasNe4Ep43emVXEig,2010-06-07,74
2010,Dirt Road Anthem,Jason Aldean,My Kinda Party,229,"country, acoustic country",5ZVGvay4xwgXMnQWffNYeU,2010-11-02,73
2010,All I Want Is You (feat. J. Cole),"Miguel, J. Cole",All I Want Is You,295,r&b,5VA4Ispp52EA1sOqzMz3Av,2010-11-26,73
2010,Un-thinkable (I'm Ready) (feat. Drake) - Remix,"Alicia Keys, Drake",Un-thinkable (I'm Ready) (feat. Drake) [Remix],282,"r&b, neo soul",4o4wEDRqotccDTXiQ7TORu,2010-05-28,73
2010,We R Who We R,Kesha,Cannibal (Expanded Edition),204,Unknown,3LUWWox8YYykohBbHUrrxd,2010-11-19,73
2010,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,189,Unknown,1ExfPZEiahqhLyajhybFeS,2010-05-11,73
2010,Somebody To Love,Justin Bieber,My World 2.0,220,Unknown,3rLIv187BhjyweFe89SgLn,2010-01-01,73
2010,Mr. Rager,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,294,Unknown,2ncLdwTd8qzkxiJjlbiOgC,2010-01-01,72
2010,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",Hands All Over,201,pop,7LcfRTgAVTs5pQGEQgUEzN,2010,72
2010,Knee Deep (feat. Jimmy Buffett),"Zac Brown Band, Jimmy Buffett",You Get What You Give,203,"country, acoustic country",60IGhnH20N82dNxKnc8jDd,2010-09-20,72
2010,Firework,Katy Perry,Teenage Dream,227,pop,4r6eNCsrZnQWJzzvFh4nlg,2010-01-01,72
2010,Need You Now,Lady A,Need You Now,277,"country, pop country",11EX5yhxr9Ihl3IN1asrfK,2010-01-01,72
2010,The One That Got Away,Katy Perry,Teenage Dream,227,pop,6hkOqJ5mE093AQf2lbZnsG,2010-01-01,72
2010,Things to Do,Alex G,Race,157,Unknown,1V9lCLSierc1RFpERt6ak9,2010-01-01,72
2010,Blow,Kesha,Cannibal (Expanded Edition),219,Unknown,3pYDZTJM2tVBUhIRifWVzI,2010-11-19,72
2010,Monster,"Kanye West, JAY-Z, Rick Ross, Nicki Minaj, Bon Iver",My Beautiful Dark Twisted Fantasy,378,rap,1ZHYJ2Wwgxes4m8Ba88PeK,2010-11-22,72
2010,Undercover Martyn,Two Door Cinema Club,Tourist History,167,indie,1JmRbZclLHgneDrpyA9e3X,2010-02-17,72
2010,Nightmare,Avenged Sevenfold,Nightmare,374,"metal, alternative metal, heavy metal",4UEo1b0wWrtHMC8bVqPiH8,2010-07-23,72
2010,Animal,Neon Trees,Habits,212,Unknown,1fBl642IhJOE5U319Gy2Go,2010-01-01,71
2010,Like A G6,"Far East Movement, The Cataracs, DEV",Free Wired,216,Unknown,4DvhkX2ic4zWkQeWMwQ2qf,2010-01-01,71
2010,Dynamite,Taio Cruz,Rokstarr,203,Unknown,1DqdF42leyFIzqNDv9CjId,2010-01-01,71
2010,Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj","Passion, Pain & Pleasure (Deluxe Version)",242,r&b,4AYX69oFP3UOS1CFmV9UfO,2010-09-14,71
2010,Runaway Baby,Bruno Mars,Doo-Wops & Hooligans,148,Unknown,5MMLS3xm12D7N26xlfFApr,2010-05-11,71
2010,Black Sheep - Brie Larson Vocal Version,"Metric, Brie Larson",Black Sheep (Brie Larson Vocal Version),294,Unknown,60TThBDrPpek5k520l0W0L,2010,71
2010,Moment 4 Life,"Nicki Minaj, Drake",Pink Friday,279,Unknown,1ia019RqDK2o4QiANR1Dyn,2010-01-01,71
2010,Silver Soul,Beach House,Teen Dream,298,dream pop,2LZ2CNbcbJrwh53pitRgom,2010-01-26,70
2010,Right Above It,"Lil Wayne, Drake",I Am Not A Human Being,271,"rap, hip hop",1kMuU3TNQvHbqvXCWBodmP,2010-01-01,70
2010,The Spins,"Mac Miller, Empire Of The Sun",K.I.D.S.,195,Unknown,7BcOUi4FQ3wBLmNTW0yfCR,2010-08-13,70
2010,Aston Martin Music,"Rick Ross, Drake, Chrisette Michele",Teflon Don,270,southern hip hop,5W7xC99N2Zzfh69r7I7zWK,2010-01-01,70
2010,Your Love Is My Drug,Kesha,Animal (Expanded Edition),187,Unknown,6vc2Jq2vaGu8z326kSrw92,2010-01-01,70
2010,Knock Knock,Mac Miller,K.I.D.S.,197,Unknown,46wojTgyEs6lbgaWB6yIuz,2010-08-13,70
2010,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Mandy Moore,Tangled,152,Unknown,03xWMkKEbeO4SnylA53ipj,2010-01-01,70
2010,Rocketeer,"Far East Movement, Ryan Tedder, Ruff Loaderz",Free Wired,211,Unknown,45sDIKapDyxPl307QpEAwl,2010-01-01,69
2010,Colder Weather,Zac Brown Band,You Get What You Give,273,"country, acoustic country",3U8dHeggJ8IBe0UCb1gbyB,2010-09-20,69
2010,Why Don't We Just Dance,Josh Turner,Haywire,192,"country, christian country",2p07VcUwRZ5sru3mJ0JogS,2010,69
2010,Porn Star Dancing,"My Darkest Days, Chad Kroeger, Zakk Wylde",My Darkest Days,199,Unknown,3Q8zopc4ABXhysDb1sgLVW,2010-01-01,69
2010,Over,Drake,Thank Me Later,233,"rap, hip hop",6BdgtqiV3oXNqBikezwdvC,2010-01-01,68
2010,She Won't Be Lonely Long,Clay Walker,She Won't Be Lonely Long,209,"country, acoustic country, traditional country",0158TMiGmHyibaDeaUKayX,2010-06-08,68
2010,Fly over States,Jason Aldean,My Kinda Party,218,"country, acoustic country",0dUsJqLL2gVO9SOQXtgCMd,2010-11-02,68
2010,Lights,Ellie Goulding,An Introduction To Ellie Goulding EP,244,Unknown,11ozIUBoXAgRTVWelDn4pL,2010-01-01,68
2010,Howlin' for You,The Black Keys,Brothers,191,"blues rock, garage rock, modern blues, rock",0grFc6klR3hxoHLcgCYsF4,2010-05-18,68
2010,Break Your Heart,"Taio Cruz, Ludacris",Rokstarr,186,Unknown,1CdqVF1ywD0ZO1zXtB9yWa,2010-01-01,68
2010,Caraphernelia,Pierce The Veil,Selfish Machines,268,"emo, screamo, post-hardcore",2G8PweZBBwTpyP8vpNQJK2,2010-06-21,68
2010,Whatcha Say,Jason Derulo,Jason Derulo,221,Unknown,67T6l4q3zVjC5nZZPXByU8,2010-02-24,67
